Topic,Words,Frequency,Timestamp
86,"dvmd, daten, garbage, dokumentation, anwendungssysteme",1,2024-05-22 19:30:00
87,"pflichtversicherung, wüst, einführung, elementarschäden, versicherungspflicht",1,2024-05-22 19:30:00
88,"schweizer, wm, schweiz, eishockey, nhl",4,2024-05-22 19:30:00
89,"google, suchmaschine, udm, com, symbiosis",3,2024-05-22 19:30:00
92,"pnn, potsdam, stadtteilen, kiez, was",1,2024-05-22 19:30:00
96,"teamviewer, dienste, fernwartung, outage, hinweis",1,2024-05-22 19:30:00
100,"venafi, cyberark, musk, dollar, identitäten",1,2024-05-22 19:30:00
107,"akten, cicero, umweltministerium, unionsfraktion, akw",1,2024-05-22 19:30:00
109,"ciani, aufstiegsanekdotentraum, hoeder, erfolgsautorin, busfahrerin",1,2024-05-22 19:30:00
110,"bank, breuer, rolf, breuers, deutschen",7,2024-05-22 19:30:00
111,"prämie, pfändbar, inflationsausgleichsprämie, bgh, unpfändbarkeit",1,2024-05-22 19:30:00
112,"roboter, muskeln, wissenschaftler, mäusen, gastgewerbe",3,2024-05-22 19:30:00
115,"hungerstreik, metzeler, kick, aktivist, wermuth",1,2024-05-22 19:30:00
116,"kumpf, supermarkt, politiker, afd, sächsische",3,2024-05-22 19:30:00
117,"generalstabschef, korruptionsvorwürfen, festgenommen, russischen, korruption",1,2024-05-22 19:30:00
121,"potsdam, promo, brandenburger, juni, tor",1,2024-05-22 19:30:00
122,"wasserstoff, klimaneutral, produzieren, scheitern, drohen",1,2024-05-22 19:30:00
123,"trek, hunter, academy, starfleet, holly",1,2024-05-22 19:30:00
125,"beben, neapel, erdbeben, phlegräischen, ingv",1,2024-05-22 19:30:00
126,"podcast, uns, 0172, 7782384, relevantesten",1,2024-05-22 19:30:00
129,"everest, bergsteiger, mount, sherpa, gipfel",2,2024-05-22 19:30:00
131,"schutzsuchenden, schutzsuchende, einbürgerungen, zahl, abschiebungen",1,2024-05-22 19:30:00
132,"fico, slowakischen, attentäter, mordabsicht, juraj",1,2024-05-22 19:30:00
133,"trapp, lilian, schmuck, broschen, ketten",1,2024-05-22 19:30:00
135,"uvalde, schule, stadt, angehörigen, opferfamilien",3,2024-05-22 19:30:00
-1,"und, die, der, das, in",170,2024-05-23 18:00:00
0,"ukraine, russischen, russland, ukrainische, russische",24,2024-05-23 18:00:00
1,"israel, rafah, hamas, gazastreifen, israels",19,2024-05-23 18:00:00
2,"trump, bronx, donald, new, latinos",4,2024-05-23 18:00:00
3,"kaiserslautern, dfb, pokalfinale, relegation, liga",9,2024-05-23 18:00:00
4,"hu, universität, besetzung, blumenthal, universitäten",15,2024-05-23 18:00:00
5,"tourneo, autos, tesla, ford, fahrzeuge",7,2024-05-23 18:00:00
6,"viertagewoche, stellenanzeigen, unternehmen, burkeman, arbeitgeber",3,2024-05-23 18:00:00
7,"mann, synagoge, jährigen, polizei, jähriger",12,2024-05-23 18:00:00
8,"tiere, seeigel, anbindehaltung, tieren, massensterben",17,2024-05-23 18:00:00
9,"eu, europawahl, briefwahlunterlagen, ticket, versand",9,2024-05-23 18:00:00
10,"museum, pergamonmuseum, grassi, wilson, museen",6,2024-05-23 18:00:00
12,"bahn, züge, ersatzlos, fahrt, gastel",3,2024-05-23 18:00:00
13,"raisi, absturz, hubschrauber, raisis, iranischen",3,2024-05-23 18:00:00
14,"rowland, hemsworth, anora, fame, hollywood",5,2024-05-23 18:00:00
15,"wohnungen, wohnungsbau, fertiggestellt, ostfeld, mieten",9,2024-05-23 18:00:00
16,"amra, tonaufnahmen, fliege, gefängnis, zelle",1,2024-05-23 18:00:00
17,"afd, krah, limmer, chrupalla, partei",7,2024-05-23 18:00:00
18,"energiewende, haushalte, kosten, strom, euro",8,2024-05-23 18:00:00
19,"alstom, görlitz, stadt, straße, hanauer",5,2024-05-23 18:00:00
20,"apple, ios, fotos, macos, iphone",3,2024-05-23 18:00:00
21,"taiwan, china, taiwans, lai, chinesischen",4,2024-05-23 18:00:00
22,"unfall, lkw, fahrer, polizei, promille",8,2024-05-23 18:00:00
23,"kuntz, stefan, hamburger, moin, ortstypischen",1,2024-05-23 18:00:00
24,"bardella, le, pens, macron, pen",3,2024-05-23 18:00:00
26,"parolen, video, sylt, rassistische, rassismus",9,2024-05-23 18:00:00
27,"fremdsprache, schulen, schüler, ukrainisch, deutschlandstipendium",9,2024-05-23 18:00:00
28,"proxmox, workshop, it, ve, notfallplanung",3,2024-05-23 18:00:00
29,"grundgesetz, kinderrechte, verfassung, grundgesetzes, kinder",5,2024-05-23 18:00:00
30,"brigade, spd, wadephul, litauen, pistorius",3,2024-05-23 18:00:00
31,"lück, matz, klimaschutz, inselstaaten, gutachten",2,2024-05-23 18:00:00
32,"papua, neuguinea, erdrutsch, rohingya, myanmar",6,2024-05-23 18:00:00
33,"euro, rente, rentenpaket, kindes, nachwuchs",4,2024-05-23 18:00:00
34,"flinta, unsicher, legouez, ausstellung, fight",3,2024-05-23 18:00:00
35,"kotlin, ki, windows, microsoft, compiler",4,2024-05-23 18:00:00
36,"literaturhaus, café, fasanenstraße, wintergarten, exklusive",1,2024-05-23 18:00:00
37,"feuerwehr, feuer, wohnhaus, batterie, gebäudes",2,2024-05-23 18:00:00
38,"huawei, china, komponenten, chinesische, chinesischen",4,2024-05-23 18:00:00
41,"rädelsführer, reichsbürger, sachbearbeiter, mühlhausen, staatsanwaltschaft",1,2024-05-23 18:00:00
43,"niersbach, zwanziger, richterin, cg, gröner",4,2024-05-23 18:00:00
44,"labour, corbyn, parlamentswahl, sunak, gove",4,2024-05-23 18:00:00
45,"ki, anime, intelligenz, anthropic, yoshida",3,2024-05-23 18:00:00
46,"gkv, lauterbach, atlas, klinik, euro",3,2024-05-23 18:00:00
47,"umfrage, insa, cdu, prozent, dimap",1,2024-05-23 18:00:00
48,"anerkennung, israel, staat, palästina, palästinas",2,2024-05-23 18:00:00
51,"administration, america, landwirte, rivalen, biden",2,2024-05-23 18:00:00
52,"hacker, app, gestohlene, cyberangriffe, leak",1,2024-05-23 18:00:00
53,"singapore, airlines, singapur, turbulenzen, maschine",1,2024-05-23 18:00:00
56,"intellivision, atari, riegel, amico, camm2",2,2024-05-23 18:00:00
57,"schubert, vip, ermittlungen, potsdams, staatsanwaltschaft",1,2024-05-23 18:00:00
58,"roth, chefdirigent, xavier, ruhen, françois",1,2024-05-23 18:00:00
59,"lachgas, konsum, lauterbach, verkauf, partydroge",6,2024-05-23 18:00:00
60,"kunde, tracking, profilbildung, dsgvo, privacy",3,2024-05-23 18:00:00
61,"swift, eilish, billie, fans, album",1,2024-05-23 18:00:00
62,"fahrrad, checkpoint, ich, ja, uplink",4,2024-05-23 18:00:00
64,"neukaledonien, überseegebiet, unruhen, erschossen, the",1,2024-05-23 18:00:00
65,"priester, habe, hostien, kommunion, frau",1,2024-05-23 18:00:00
66,"samsung, ifixit, reparaturen, geräte, ersatzteilen",2,2024-05-23 18:00:00
67,"lindner, landesregierung, euro, milliarden, finanzminister",3,2024-05-23 18:00:00
68,"inflation, schnabel, ezb, fed, zinsen",4,2024-05-23 18:00:00
69,"georgien, gesetz, veto, gesetzes, afp",1,2024-05-23 18:00:00
70,"thyssenkrupp, aufsichtsrat, lópez, epcg, einstieg",2,2024-05-23 18:00:00
71,"kravitz, becker, album, weller, carvalho",2,2024-05-23 18:00:00
73,"efg, bär, julius, übernahmegespräche, zürich",1,2024-05-23 18:00:00
74,"gigi, pony, agostino, bar, video",1,2024-05-23 18:00:00
75,"steinhauser, kappel, giro, pogačar, etappe",3,2024-05-23 18:00:00
76,"galaxien, euclid, esa, universum, weltraumteleskop",3,2024-05-23 18:00:00
77,"cannabis, schnieder, jugendliche, heranwachsenden, kiffen",2,2024-05-23 18:00:00
79,"hedgefonds, etfs, indexfonds, börsengehandelten, depots",1,2024-05-23 18:00:00
80,"landrat, prächtiges, skats, giebeln, residenzschloss",1,2024-05-23 18:00:00
81,"besonders, fritz, stadion, kaiserslautern, auffälligstes",1,2024-05-23 18:00:00
82,"palma, mallorca, einsturz, playa, de",11,2024-05-23 18:00:00
84,"athen, istanbul, arena, panathinaikos, four",1,2024-05-23 18:00:00
85,"riedberg, geflüchtete, unterkunft, übergangsunterkunft, wohnungslose",3,2024-05-23 18:00:00
86,"lamarr, tücad2, arzneimittelforschung, ki, bajorath",1,2024-05-23 18:00:00
88,"wm, eishockey, tschechien, schweizer, schweiz",1,2024-05-23 18:00:00
89,"google, ki, chrome, suchmaschine, ai",4,2024-05-23 18:00:00
92,"pnn, potsdam, stadtteilen, kiez, was",1,2024-05-23 18:00:00
93,"desinformationskampagnen, florenz, mingasson, desinformationen, watts",2,2024-05-23 18:00:00
95,"durchschaubar, stadtbezirk, buhlen, überstimmt, zynisch",2,2024-05-23 18:00:00
97,"strack, zimmermann, zeige, anfeindungen, personenschutz",2,2024-05-23 18:00:00
98,"cdu, 2035, verbrennermotor, verbrenner, verbrennerverbot",1,2024-05-23 18:00:00
99,"adler, gläubiger, defizitäre, schulden, einigung",1,2024-05-23 18:00:00
100,"musk, universelles, roboter, tesla, überfluss",1,2024-05-23 18:00:00
101,"spurlock, size, super, me, dokumentarfilm",1,2024-05-23 18:00:00
102,"leyen, mielke, meloni, fraktion, le",5,2024-05-23 18:00:00
103,"voyager, sonde, erde, nasa, psyche",2,2024-05-23 18:00:00
104,"dax, punkten, anleger, 18, anlegerinnen",3,2024-05-23 18:00:00
110,"breuer, bank, finanzplatz, rolf, breuers",1,2024-05-23 18:00:00
111,"steuereinnahmen, prozent, frühjahrsprognose, jahresverlauf, fiskus",1,2024-05-23 18:00:00
114,"navigationsindustrie, chinas, satelliten, china, mondes",1,2024-05-23 18:00:00
115,"scholz, hungerstreik, er, taurus, metzeler",1,2024-05-23 18:00:00
116,"bystron, ebner, steiner, voice, afd",1,2024-05-23 18:00:00
118,"rfdew, drohnen, waffensystem, funkwellenkanone, bekämpfen",1,2024-05-23 18:00:00
121,"tina, kommunalwahl, promo, potsdamer, familienfreundliche",1,2024-05-23 18:00:00
122,"wasserstoff, icb, wylfa, wasserstofftankstelle, atomkraftwerk",3,2024-05-23 18:00:00
124,"acutis, papst, franziskus, carlo, assisi",3,2024-05-23 18:00:00
126,"podcast, uns, 0172, 7782384, relevantesten",1,2024-05-23 18:00:00
127,"lübcke, baptist, büsten, 16th, weills",1,2024-05-23 18:00:00
131,"einbürgerungen, bamf, standards, zahl, brandbrief",1,2024-05-23 18:00:00
132,"fico, slowakische, robert, ficos, slowakischen",1,2024-05-23 18:00:00
133,"amfar, gala, rocha, model, phönix",1,2024-05-23 18:00:00
135,"medienpädagogin, zusammengeschlagen, hochgeladen, inszenieren, brutalität",1,2024-05-23 18:00:00
-1,"und, der, die, in, das",73,2024-05-24 16:30:00
0,"ukraine, hofreiter, waffen, russischen, charkiw",13,2024-05-24 16:30:00
1,"israel, rafah, gazastreifen, hamas, israels",12,2024-05-24 16:30:00
2,"trump, baldwin, donald, alec, libertären",5,2024-05-24 16:30:00
3,"fußball, hartel, fc, bundesliga, laufen",8,2024-05-24 16:30:00
4,"hamas, hu, universität, blumenthal, aktivisten",7,2024-05-24 16:30:00
5,"waymo, nhtsa, vw, autos, fahrzeuge",4,2024-05-24 16:30:00
6,"kindergrundsicherung, verdienen, weniger, berufe, bruttoverdienst",5,2024-05-24 16:30:00
7,"meidling, schutzgeld, parallelwelt, macheten, austria",1,2024-05-24 16:30:00
8,"hündin, kabosu, dogecoin, foto, logo",1,2024-05-24 16:30:00
9,"450, abgeben, wohnen, alt, stimme",1,2024-05-24 16:30:00
10,"oper, cornelius, bild, museum, frank",5,2024-05-24 16:30:00
11,"zverev, nadal, garros, roland, paris",2,2024-05-24 16:30:00
12,"bahn, radweg, yetis, rüdesheim, rheingau",2,2024-05-24 16:30:00
14,"elton, john, sammlung, fragile, ausstellung",3,2024-05-24 16:30:00
15,"hyde, candy, penthouse, kevin, wohnung",3,2024-05-24 16:30:00
16,"polizei, polizisten, brookland, amin, zeitung",2,2024-05-24 16:30:00
17,"afd, krah, urban, partei, fraktion",3,2024-05-24 16:30:00
19,"karnevalszug, lösungswort, wochenrätsel, kniffligen, woche",1,2024-05-24 16:30:00
21,"taiwan, taiwans, china, peking, chinas",5,2024-05-24 16:30:00
22,"joggerinnen, autofahrer, erfasst, schwer, frauen",2,2024-05-24 16:30:00
23,"kompany, ruhnert, bayern, fc, trainer",5,2024-05-24 16:30:00
24,"macron, französische, französischen, deutsch, frankreichs",5,2024-05-24 16:30:00
26,"parolen, sylt, video, rassistische, kampen",5,2024-05-24 16:30:00
27,"schulen, streichung, protestbrief, niewiedzial, schulleitungen",2,2024-05-24 16:30:00
29,"grundgesetz, grundgesetzes, verfassung, 75, demokratie",3,2024-05-24 16:30:00
30,"hikel, böcker, giannini, spd, partei",5,2024-05-24 16:30:00
32,"papua, erdrutsch, neuguinea, darfur, sudan",4,2024-05-24 16:30:00
34,"sun, marshall, musik, jakob, arkestra",3,2024-05-24 16:30:00
35,"angular, template, syntax, ki, loading",3,2024-05-24 16:30:00
36,"kartoffel, trinken, picknick, kärnten, sommerliche",5,2024-05-24 16:30:00
37,"feuerwehr, recyclinghof, brand, metallschrott, vergnügungspark",2,2024-05-24 16:30:00
38,"nio, li, amsterdam, bauers, elektromobile",1,2024-05-24 16:30:00
39,"fake, desinformation, risiko, virus, lieber",2,2024-05-24 16:30:00
40,"dwd, gewitter, starkregen, grad, regen",1,2024-05-24 16:30:00
41,"klette, garweg, staub, lka, verden",1,2024-05-24 16:30:00
42,"milei, buenos, aires, javier, argentiniens",2,2024-05-24 16:30:00
44,"labour, sunak, flower, chelsea, britischen",2,2024-05-24 16:30:00
45,"kersting, ki, kristian, konferenz, kommerzialisierbaren",1,2024-05-24 16:30:00
46,"arbeitnehmeranteil, pflegeversicherung, rente, pflegegeld, eltern",1,2024-05-24 16:30:00
47,"tischendorf, cdu, afd, hartwig, thüringen",2,2024-05-24 16:30:00
51,"unrwa, uno, palästinenserhilfswerk, italien, zahlungen",1,2024-05-24 16:30:00
52,"webinar, webinars, hacken, drehling, hackings",1,2024-05-24 16:30:00
53,"raf, spitfire, lincolnshire, pilot, piloten",1,2024-05-24 16:30:00
54,"magersucht, stefanie, gesundheitspodcasts, elternnetzwerk, gesundheitsressort",3,2024-05-24 16:30:00
55,"bonmatí, alexia, putellas, barcelona, königsklasse",1,2024-05-24 16:30:00
60,"dga, governance, kommission, daten, mitgliedsstaaten",1,2024-05-24 16:30:00
62,"schuh, sohle, pedalplatten, pedal, schuhe",3,2024-05-24 16:30:00
63,"bayer, leverkusen, kaiserslautern, alonso, finale",5,2024-05-24 16:30:00
64,"neukaledonien, überseegebiet, the, frankreich, touristen",2,2024-05-24 16:30:00
67,"lindner, haushaltsstreit, schaltet, ministerien, habeck",2,2024-05-24 16:30:00
69,"überwirft, zersplitterte, herumreißen, ruder, einschüchtern",1,2024-05-24 16:30:00
71,"becker, millie, brown, bobby, bongiovi",2,2024-05-24 16:30:00
72,"modi, indische, bevölkerungsreichste, rajan, indien",1,2024-05-24 16:30:00
74,"toujours, amour, liebe, agostino, gigi",6,2024-05-24 16:30:00
75,"pogačar, pogacar, chebet, giro, weltrekord",3,2024-05-24 16:30:00
82,"palma, mallorca, gebäude, playa, medusa",2,2024-05-24 16:30:00
83,"pakistan, grad, hitzewelle, temperaturen, hitze",1,2024-05-24 16:30:00
84,"panathinaikos, euroleague, arena, four, fenerbahçe",3,2024-05-24 16:30:00
85,"rahn, miete, gemeinschaftsunterkünften, karben, vilbel",1,2024-05-24 16:30:00
87,"wasserverbrauchssteuer, kommunalaufsicht, linksbündnis, wassersteuer, steuer",2,2024-05-24 16:30:00
90,"uaw, mercedes, gewerkschaft, nlrb, alabama",1,2024-05-24 16:30:00
94,"fridays, future, kennedy, for, demokratiefest",3,2024-05-24 16:30:00
96,"icq, messenger, aol, vk, dienst",4,2024-05-24 16:30:00
97,"münch, unzufriedenheit, mandatsträger, politiker, straftaten",2,2024-05-24 16:30:00
98,"cdu, 2035, linnemann, manipulation, abstimmung",1,2024-05-24 16:30:00
99,"adler, gläubiger, stimmrechte, schulden, anleihen",1,2024-05-24 16:30:00
105,"klopp, liverpool, jürgen, manchester, united",2,2024-05-24 16:30:00
106,"monaco, leclerc, verstappen, formel, ferrari",3,2024-05-24 16:30:00
108,"kroos, real, toni, madrid, ancelotti",2,2024-05-24 16:30:00
109,"gierth, boos, urban, bauunternehmen, pflegerin",8,2024-05-24 16:30:00
116,"kollenrott, landtagsabgeordnete, polizei, grünen, politiker",2,2024-05-24 16:30:00
127,"steinmeier, lübcke, walter, bonn, bewahren",1,2024-05-24 16:30:00
128,"bayreuth, festspiele, musikliebendes, kissingen, klassikfestivals",1,2024-05-24 16:30:00
129,"everest, mount, bergsteiger, nepalesische, todeszone",1,2024-05-24 16:30:00
132,"fico, radikalisierte, mordversuch, oppositioneller, attentäter",1,2024-05-24 16:30:00
133,"sex, teppich, coppola, schrader, körper",1,2024-05-24 16:30:00
135,"uvalde, activision, instagram, schusswaffenangriff, defense",3,2024-05-24 16:30:00
-1,"und, die, der, in, den",80,2024-05-25 15:00:00
0,"ukraine, russischen, selenskyj, charkiw, russland",10,2024-05-25 15:00:00
1,"israel, rafah, hamas, gazastreifen, israelischen",10,2024-05-25 15:00:00
2,"trump, donald, niro, wahrheit, trumps",9,2024-05-25 15:00:00
3,"sg, turbine, dfb, em, nach",9,2024-05-25 15:00:00
4,"israel, hamas, antisemitismus, sie, protest",9,2024-05-25 15:00:00
5,"yaseo, meter, px, 905, knaus",1,2024-05-25 15:00:00
6,"workday, pay, gender, gap, frauen",4,2024-05-25 15:00:00
7,"polizei, mann, jähriger, beleidigt, am",5,2024-05-25 15:00:00
8,"mücken, schildkröten, meeresschildkröten, tiere, panagopoulou",5,2024-05-25 15:00:00
9,"eu, agrarpolitik, europa, evp, europawahl",3,2024-05-25 15:00:00
10,"licht, batz, lichtkünstler, juden, hamburger",1,2024-05-25 15:00:00
11,"marterer, runde, osaka, zverev, lys",3,2024-05-25 15:00:00
12,"magnetschwebebahn, verdi, schlichtung, sengenthal, teststrecke",2,2024-05-25 15:00:00
13,"regime, hingegangen, nachzählt, unterstützerbasis, wäre",1,2024-05-25 15:00:00
14,"richardson, taylor, weinen, hämmert, ich",4,2024-05-25 15:00:00
17,"afd, krah, ss, höcke, maximilian",4,2024-05-25 15:00:00
18,"eskom, wahlkampftrick, strom, energiewunder, shedding",1,2024-05-25 15:00:00
19,"sperrungen, baustellen, tempelhofer, juni, potsdam",2,2024-05-25 15:00:00
21,"china, taiwan, chinas, peking, taiwans",2,2024-05-25 15:00:00
22,"haftbefehl, kiosk, rapper, besorgniserregender, aufgedunsen",1,2024-05-25 15:00:00
24,"macron, französischen, deutsch, französische, frankreich",12,2024-05-25 15:00:00
26,"parolen, sylt, rassistische, video, polizei",6,2024-05-25 15:00:00
29,"bürgerin, grundgesetz, demokratie, kanzler, 75",1,2024-05-25 15:00:00
30,"spd, innenminister, bas, wdr, extremisten",6,2024-05-25 15:00:00
32,"papua, neuguinea, erdrutsch, aktoprak, 670",4,2024-05-25 15:00:00
33,"hingefiebert, sparkonto, gehaltszahlung, erarbeitete, picture",1,2024-05-25 15:00:00
36,"fresser, inflatech, attrappen, produkte, attrappe",4,2024-05-25 15:00:00
37,"brand, feuerwehr, kommissarin, blohm, bäume",4,2024-05-25 15:00:00
39,"thalidomid, venen, thrombus, tvt, patienten",4,2024-05-25 15:00:00
43,"benetton, luciano, euro, millionen, edizione",1,2024-05-25 15:00:00
46,"medizinprodukteverordnung, bürokratie, bürokratieabbau, versprochen, klagen",1,2024-05-25 15:00:00
47,"cdu, afd, kettensägen, kandidaten, sonnenblumenfeld",3,2024-05-25 15:00:00
49,"anc, evita, uys, mandela, südafrika",1,2024-05-25 15:00:00
51,"verpennen, ärmer, regt, weitermachen, niemand",1,2024-05-25 15:00:00
53,"turbulenzen, airways, qatar, flugzeug, dublin",2,2024-05-25 15:00:00
54,"nachwuchs, empathie, weitergegeben, wiederum, eltern",1,2024-05-25 15:00:00
55,"real, madrid, meistern, euroleague, džanan",1,2024-05-25 15:00:00
57,"scholz, potsdamer, bundeskanzler, olaf, kommissionspräsidentin",2,2024-05-25 15:00:00
58,"voswinckel, klaus, apulien, stille, tanzt",2,2024-05-25 15:00:00
60,"webinar, schriftarten, schriftlizenzierung, rechtliche, republica",2,2024-05-25 15:00:00
61,"minaj, rapperin, konzert, nicki, drogen",3,2024-05-25 15:00:00
62,"hollande, motorroller, heimliche, françois, slowroads",2,2024-05-25 15:00:00
63,"bayer, leverkusen, alonso, pokal, hrádecký",4,2024-05-25 15:00:00
64,"migranten, ärmelkanal, ruanda, überquert, the",1,2024-05-25 15:00:00
66,"teletext, gerät, geräte, telekom, google",2,2024-05-25 15:00:00
67,"finanzminister, lindner, geld, christian, streitthema",1,2024-05-25 15:00:00
69,"arizona, mifepristone, gesetz, louisiana, schwangerschaftsabbrüche",2,2024-05-25 15:00:00
72,"modi, narendra, indische, ministerpräsident, jalandhar",1,2024-05-25 15:00:00
75,"giro, pogacar, pogačar, tadej, tour",3,2024-05-25 15:00:00
76,"karten, man, spiel, drauf, finger",1,2024-05-25 15:00:00
79,"ag, silver, software, abfindungsangebot, lake",1,2024-05-25 15:00:00
82,"mallorca, palma, einsturz, ballermann, massentourismus",2,2024-05-25 15:00:00
83,"stürme, tornados, tornado, sappington, verwüstet",1,2024-05-25 15:00:00
84,"panathinaikos, athen, euroleague, four, arena",5,2024-05-25 15:00:00
88,"eishockey, schweizer, tschechen, wm, pastrnak",4,2024-05-25 15:00:00
89,"google, ki, suchmaschine, antworten, klebstoff",1,2024-05-25 15:00:00
91,"cockpit, hannover, lufthansa, flughafensprecherin, sicherheitslandung",1,2024-05-25 15:00:00
95,"grünen, europa, frankfurter, sagt, nemati",1,2024-05-25 15:00:00
98,"nowak, cdu, plakate, wahlplakate, leipzig",1,2024-05-25 15:00:00
101,"sherman, disney, murray, richard, walt",5,2024-05-25 15:00:00
102,"meloni, le, pen, fraktion, id",1,2024-05-25 15:00:00
106,"leclerc, monaco, verstappen, formel, ferrari",4,2024-05-25 15:00:00
108,"kroos, toni, real, ancelotti, madrid",2,2024-05-25 15:00:00
110,"bank, strauß, breuer, postbank, deutschen",4,2024-05-25 15:00:00
116,"kollenrott, polizei, niedersächsische, angriff, politiker",1,2024-05-25 15:00:00
124,"benigni, papst, franziskus, roberto, petersplatz",1,2024-05-25 15:00:00
127,"lübcke, walter, familie, politiker, einschüchtern",1,2024-05-25 15:00:00
129,"everest, mount, bergsteiger, sherpa, gipfel",1,2024-05-25 15:00:00
135,"jüdische, schüsse, toronto, trudeau, grundschule",2,2024-05-25 15:00:00
-1,"die, und, in, der, das",135,2024-05-26 13:30:00
0,"ukraine, russland, nato, waffen, russischen",17,2024-05-26 13:30:00
1,"rafah, hamas, israel, israelischen, luftangriff",19,2024-05-26 13:30:00
3,"em, wucherer, dfb, league, saison",8,2024-05-26 13:30:00
4,"universität, antisemitismus, uni, polizei, aktivisten",12,2024-05-26 13:30:00
5,"toyota, ioc, voyah, passion, olympischen",4,2024-05-26 13:30:00
6,"arbeiten, fachkräfte, tage, ich, blase",7,2024-05-26 13:30:00
7,"mann, polizei, gesichtserkennung, jährigen, jährige",6,2024-05-26 13:30:00
8,"katze, zoo, meng, fußböden, rathaus",3,2024-05-26 13:30:00
9,"visionen, europapolitischen, sorbonne, rede, emmanuel",1,2024-05-26 13:30:00
10,"schule, grauen, kloster, galerie, partum",5,2024-05-26 13:30:00
11,"zverev, nadal, french, open, paris",7,2024-05-26 13:30:00
12,"bahn, lokführer, huber, heckerdamm, gesperrt",8,2024-05-26 13:30:00
13,"mokhber, braindrain, raisi, diplomat, mittelstand",1,2024-05-26 13:30:00
14,"jolie, vivienne, pitt, zauberin, amadigi",7,2024-05-26 13:30:00
15,"neubaugebiet, rüsselsheim, vergabe, wohnungslosigkeit, eselswiese",4,2024-05-26 13:30:00
16,"caritas, machtübernahme, müller, bevölkerung, wetterextreme",1,2024-05-26 13:30:00
17,"afd, krah, partei, frosch, europaparlament",6,2024-05-26 13:30:00
18,"dew21, stadtenergie, deye, gaskunden, abrechnungen",3,2024-05-26 13:30:00
19,"csd, straße, lottomitteln, witschak, csds",6,2024-05-26 13:30:00
20,"apple, pencil, iphone, ipad, preisvergleich",6,2024-05-26 13:30:00
22,"unfall, polizei, tram, verletzt, straßenbahn",4,2024-05-26 13:30:00
23,"schultz, trainer, fc, timo, keller",1,2024-05-26 13:30:00
24,"macron, dresden, europa, französischen, französische",14,2024-05-26 13:30:00
26,"sylt, parolen, video, rassistische, vorfall",6,2024-05-26 13:30:00
27,"stiftungen, schulen, ich, stipendiat, innen",5,2024-05-26 13:30:00
28,"snitch, little, grundschutz, workshop, dns",3,2024-05-26 13:30:00
30,"kühnert, spd, pistorius, kanzlerkandidat, wdr",3,2024-05-26 13:30:00
32,"erdrutsch, papua, neuguinea, aktoprak, 2000",7,2024-05-26 13:30:00
34,"symphonie, orchester, musikforschung, salle, lise",2,2024-05-26 13:30:00
35,"microsoft, ki, outlook, pc, windows",5,2024-05-26 13:30:00
36,"farmer, grosso, mato, sul, do",2,2024-05-26 13:30:00
37,"flammen, brand, bike, akku, schaden",3,2024-05-26 13:30:00
38,"china, chinas, schweinewarnung, schweinefleischsorten, agrarbranche",3,2024-05-26 13:30:00
39,"leber, up, start, nasenspray, geldbedarf",3,2024-05-26 13:30:00
40,"gewitter, rehlinger, saarland, ministerpräsidentin, dwd",2,2024-05-26 13:30:00
41,"reichsbürger, umsturz, gruppe, putin, vereinigung",1,2024-05-26 13:30:00
44,"premierminister, sunak, labour, mandatsverzicht, fraktionsmitglieder",2,2024-05-26 13:30:00
45,"ki, intelligenz, künstliche, prompting, spielzeug",5,2024-05-26 13:30:00
46,"lauterbach, pflege, pflegebedürftigen, pflegeversicherung, babyboomer",8,2024-05-26 13:30:00
47,"afd, cdu, stichwahl, thüringen, prozent",16,2024-05-26 13:30:00
48,"spanien, israel, anerkennung, staat, video",1,2024-05-26 13:30:00
51,"ifo, wirtschaft, wohlrabe, branchen, geib",2,2024-05-26 13:30:00
52,"trellix, webseiten, malware, gefälschte, exe",1,2024-05-26 13:30:00
53,"turbulenzen, airways, qatar, flugzeug, dublin",1,2024-05-26 13:30:00
54,"kinder, einsamkeit, studie, jugendliche, autoren",1,2024-05-26 13:30:00
55,"handelsgericht, league, uefa, fifa, madrid",1,2024-05-26 13:30:00
56,"dell, hp, snapdragon, prozessoren, cpu",3,2024-05-26 13:30:00
59,"lufthansa, tee, economy, kaffee, heißgetränke",1,2024-05-26 13:30:00
61,"springsteen, eilish, swift, album, billie",2,2024-05-26 13:30:00
62,"labo, mietwagen, glücksgefühl, schopf, erbonkel",3,2024-05-26 13:30:00
64,"albanien, the, neukaledonien, asylverfahren, faeser",4,2024-05-26 13:30:00
65,"eggers, pfarrer, bistum, bischof, hildesheim",1,2024-05-26 13:30:00
66,"vodafone, telekom, o2, 5g, em",4,2024-05-26 13:30:00
67,"sparvorgaben, haushalt, lindner, finanzminister, sparkurs",2,2024-05-26 13:30:00
68,"festgeld, zinsen, inflation, verivox, durchschnittlichen",2,2024-05-26 13:30:00
69,"gabadadze, eu, revolutionsgarden, gesetz, listung",2,2024-05-26 13:30:00
71,"nuru, schwanger, sara, topmodel, siegerin",1,2024-05-26 13:30:00
73,"bregal, klarna, sandström, brenninkmeijer, equity",3,2024-05-26 13:30:00
74,"toujours, lied, amour, gigi, schüler",6,2024-05-26 13:30:00
75,"kopke, rennen, käse, käserennen, pa",1,2024-05-26 13:30:00
76,"planeten, jets, teleskop, gliese, 12b",3,2024-05-26 13:30:00
